19.0	21.0	18.0	+1
132.0	104.0	67.0	-1
84.0	37.0	29.0	-1
10.0	12.0	11.0	+1
18.0	29.0	47.0	-1
22.0	53.0	84.0	-1
76.0	37.0	30.0	-1
11.0	13.0	12.0	+1
83.0	36.0	28.0	-1
12.0	14.0	11.0	+1
126.0	67.0	49.0	-1
9.0	16.0	9.0	+1
12.0	14.0	11.0	+1
225.0	189.0	137.0	+1
10.0	12.0	9.0	+1
12.0	14.0	11.0	+1
24.0	54.0	78.0	-1
158.0	120.0	84.0	-1
12.0	14.0	11.0	+1
19.0	26.0	34.0	-1
27.0	77.0	110.0	-1
145.0	124.0	95.0	-1
24.0	54.0	80.0	-1
90.0	40.0	33.0	-1
31.0	66.0	94.0	-1
63.0	34.0	28.0	-1
109.0	51.0	40.0	-1
59.0	117.0	139.0	-1
89.0	53.0	41.0	-1
14.0	14.0	12.0	+1
116.0	72.0	61.0	-1
26.0	60.0	88.0	-1
29.0	64.0	94.0	-1
12.0	14.0	11.0	+1
13.0	15.0	14.0	+1
20.0	27.0	43.0	-1
89.0	42.0	32.0	-1
43.0	120.0	148.0	-1
27.0	70.0	102.0	-1
117.0	69.0	47.0	-1
29.0	72.0	106.0	-1
72.0	29.0	23.0	-1
205.0	152.0	110.0	+1
23.0	53.0	79.0	-1
12.0	12.0	10.0	+1
46.0	102.0	117.0	-1
113.0	126.0	108.0	-1
22.0	28.0	42.0	-1
60.0	32.0	21.0	-1
19.0	19.0	27.0	+1
120.0	132.0	110.0	-1
14.0	14.0	12.0	+1
164.0	104.0	76.0	-1
14.0	16.0	15.0	+1
223.0	200.0	150.0	+1
106.0	67.0	50.0	-1
31.0	76.0	105.0	-1
23.0	37.0	66.0	-1
20.0	40.0	64.0	-1
170.0	144.0	109.0	-1
95.0	63.0	50.0	-1
42.0	47.0	43.0	-1
93.0	43.0	32.0	-1
29.0	68.0	101.0	-1
18.0	25.0	44.0	-1
22.0	50.0	74.0	-1
78.0	36.0	20.0	-1
116.0	129.0	111.0	-1
24.0	55.0	83.0	-1
151.0	133.0	85.0	-1
21.0	41.0	74.0	-1
23.0	48.0	78.0	-1
23.0	43.0	70.0	-1
39.0	90.0	121.0	-1
112.0	75.0	59.0	-1
10.0	12.0	11.0	+1
108.0	48.0	37.0	-1
141.0	104.0	78.0	-1
14.0	14.0	12.0	+1
31.0	69.0	105.0	-1
83.0	45.0	36.0	-1
20.0	47.0	76.0	-1
12.0	14.0	11.0	+1
21.0	29.0	52.0	-1
77.0	37.0	29.0	-1
168.0	133.0	91.0	-1
11.0	13.0	12.0	+1
195.0	164.0	117.0	+1
14.0	16.0	15.0	+1
190.0	175.0	134.0	+1
26.0	62.0	96.0	-1
25.0	55.0	81.0	-1
215.0	233.0	149.0	+1
78.0	38.0	30.0	-1
80.0	33.0	27.0	-1
12.0	14.0	13.0	+1
11.0	13.0	12.0	+1
158.0	105.0	71.0	-1
21.0	34.0	53.0	-1
228.0	240.0	142.0	+1
155.0	130.0	90.0	-1
22.0	39.0	59.0	-1
25.0	56.0	87.0	-1
33.0	61.0	85.0	-1
14.0	16.0	13.0	+1
10.0	12.0	9.0	+1
224.0	240.0	141.0	+1
174.0	151.0	110.0	-1
23.0	59.0	91.0	-1
31.0	33.0	30.0	-1
128.0	80.0	58.0	-1
28.0	60.0	83.0	-1
32.0	70.0	106.0	-1
14.0	18.0	17.0	+1
20.0	28.0	51.0	-1
28.0	69.0	101.0	-1
25.0	51.0	74.0	-1
81.0	43.0	30.0	-1
162.0	149.0	114.0	-1
86.0	40.0	24.0	-1
38.0	43.0	47.0	-1
157.0	119.0	83.0	-1
13.0	15.0	14.0	+1
22.0	46.0	74.0	-1
30.0	84.0	122.0	-1
13.0	15.0	12.0	+1
22.0	44.0	68.0	-1
18.0	36.0	58.0	-1
9.0	11.0	8.0	+1
137.0	105.0	82.0	-1
50.0	31.0	25.0	-1
11.0	13.0	10.0	+1
53.0	78.0	83.0	-1
12.0	12.0	10.0	+1
149.0	129.0	102.0	-1
11.0	13.0	10.0	+1
21.0	23.0	20.0	+1
10.0	12.0	9.0	+1
33.0	93.0	129.0	-1
145.0	129.0	103.0	-1
166.0	143.0	112.0	-1
25.0	60.0	90.0	-1
171.0	175.0	150.0	-1
12.0	14.0	11.0	+1
28.0	62.0	90.0	-1
225.0	242.0	138.0	+1
17.0	29.0	45.0	-1
13.0	15.0	12.0	+1
117.0	68.0	51.0	-1
31.0	85.0	123.0	-1
11.0	15.0	16.0	+1
10.0	12.0	11.0	+1
19.0	23.0	35.0	-1
31.0	87.0	124.0	-1
135.0	125.0	89.0	-1
30.0	66.0	90.0	-1
23.0	43.0	67.0	-1
10.0	12.0	9.0	+1
23.0	44.0	63.0	-1
182.0	136.0	100.0	-1
18.0	25.0	41.0	-1
26.0	26.0	24.0	-1
44.0	115.0	145.0	-1
13.0	15.0	14.0	+1
21.0	45.0	69.0	-1
161.0	131.0	97.0	-1
15.0	15.0	13.0	+1
19.0	19.0	21.0	+1
16.0	18.0	17.0	+1
29.0	71.0	96.0	-1
184.0	158.0	121.0	-1
25.0	42.0	72.0	-1
110.0	120.0	109.0	-1
14.0	14.0	12.0	+1
149.0	142.0	114.0	-1
32.0	71.0	104.0	-1
21.0	46.0	66.0	-1
22.0	25.0	42.0	-1
166.0	117.0	84.0	-1
15.0	15.0	13.0	+1
18.0	29.0	47.0	-1
122.0	130.0	115.0	-1
25.0	64.0	97.0	-1
119.0	130.0	116.0	-1
17.0	24.0	40.0	-1
11.0	13.0	12.0	+1
171.0	133.0	96.0	-1
140.0	157.0	139.0	-1
0.0	0.0	0.0	+1
24.0	69.0	102.0	-1
208.0	172.0	124.0	+1
29.0	33.0	32.0	-1
140.0	96.0	71.0	-1
12.0	14.0	11.0	+1
180.0	127.0	85.0	-1
35.0	79.0	108.0	-1
28.0	64.0	98.0	-1
77.0	38.0	31.0	-1
192.0	139.0	99.0	-1
23.0	59.0	71.0	-1
13.0	15.0	14.0	+1
28.0	49.0	78.0	-1
12.0	14.0	11.0	+1
231.0	191.0	139.0	+1
28.0	63.0	93.0	-1
184.0	164.0	129.0	-1
13.0	15.0	12.0	+1
20.0	37.0	45.0	-1
118.0	54.0	44.0	-1
10.0	12.0	11.0	+1
30.0	95.0	127.0	-1
118.0	131.0	111.0	-1
0.0	0.0	0.0	+1
18.0	39.0	60.0	-1
10.0	12.0	11.0	+1
26.0	28.0	23.0	-1
22.0	25.0	34.0	-1
8.0	10.0	7.0	+1
176.0	163.0	121.0	-1
67.0	33.0	24.0	-1
94.0	41.0	35.0	-1
27.0	63.0	95.0	-1
46.0	86.0	112.0	-1
0.0	2.0	1.0	+1
14.0	16.0	13.0	+1
14.0	16.0	13.0	+1
31.0	77.0	111.0	-1
17.0	28.0	46.0	-1
19.0	26.0	36.0	-1
176.0	126.0	91.0	-1
24.0	34.0	36.0	-1
79.0	34.0	28.0	-1
41.0	101.0	137.0	-1
167.0	116.0	85.0	-1
22.0	30.0	51.0	-1
0.0	0.0	0.0	+1
9.0	11.0	8.0	+1
148.0	129.0	96.0	-1
14.0	16.0	13.0	+1
13.0	17.0	16.0	+1
155.0	129.0	94.0	-1
85.0	59.0	46.0	-1
11.0	13.0	10.0	+1
26.0	69.0	101.0	-1
12.0	12.0	12.0	+1
11.0	13.0	12.0	+1
104.0	44.0	36.0	-1
223.0	194.0	134.0	+1
10.0	12.0	9.0	+1
80.0	40.0	32.0	-1
14.0	14.0	12.0	+1
34.0	39.0	35.0	-1
19.0	43.0	69.0	-1
40.0	70.0	78.0	-1
77.0	40.0	32.0	-1
63.0	33.0	25.0	-1
28.0	57.0	89.0	-1
55.0	65.0	57.0	-1
117.0	84.0	67.0	-1
9.0	13.0	12.0	+1
13.0	13.0	13.0	+1
34.0	70.0	96.0	-1
97.0	105.0	92.0	-1
96.0	59.0	43.0	-1
14.0	23.0	40.0	-1
24.0	44.0	71.0	-1
26.0	53.0	80.0	-1
19.0	37.0	57.0	-1
19.0	35.0	60.0	-1
80.0	33.0	25.0	-1
37.0	74.0	101.0	-1
12.0	12.0	10.0	+1
119.0	81.0	62.0	-1
32.0	94.0	119.0	-1
37.0	39.0	36.0	-1
19.0	34.0	57.0	-1
190.0	136.0	102.0	-1
39.0	116.0	144.0	-1
73.0	28.0	22.0	-1
23.0	57.0	84.0	-1
