31.0	68.0	97.0
22.0	32.0	44.0
177.0	150.0	120.0
10.0	12.0	11.0
21.0	43.0	41.0
113.0	57.0	42.0
166.0	137.0	97.0
10.0	12.0	11.0
14.0	15.0	10.0
76.0	39.0	31.0
98.0	62.0	46.0
20.0	29.0	44.0
82.0	42.0	32.0
10.0	12.0	9.0
108.0	67.0	47.0
31.0	74.0	109.0
11.0	13.0	10.0
78.0	41.0	32.0
19.0	25.0	41.0
32.0	70.0	106.0
27.0	65.0	101.0
69.0	34.0	28.0
78.0	38.0	26.0
25.0	63.0	99.0
24.0	54.0	78.0
47.0	95.0	115.0
12.0	14.0	11.0
24.0	40.0	63.0
87.0	37.0	30.0
23.0	44.0	71.0
28.0	80.0	156.0
9.0	11.0	10.0
154.0	114.0	78.0
48.0	116.0	125.0
24.0	68.0	97.0
11.0	13.0	10.0
143.0	127.0	93.0
15.0	31.0	30.0
10.0	14.0	15.0
12.0	12.0	10.0
21.0	52.0	73.0
33.0	100.0	129.0
107.0	119.0	105.0
23.0	53.0	81.0
25.0	69.0	98.0
26.0	54.0	76.0
120.0	76.0	49.0
5.0	5.0	5.0
35.0	99.0	134.0
11.0	13.0	10.0
30.0	77.0	105.0
11.0	13.0	12.0
46.0	108.0	123.0
16.0	16.0	14.0
37.0	73.0	105.0
12.0	14.0	13.0
28.0	67.0	96.0
37.0	101.0	139.0
141.0	95.0	79.0
169.0	141.0	102.0
34.0	95.0	123.0
11.0	13.0	12.0
25.0	27.0	24.0
10.0	12.0	11.0
1.0	3.0	2.0
20.0	44.0	72.0
15.0	17.0	14.0
166.0	131.0	99.0
21.0	25.0	24.0
74.0	36.0	23.0
78.0	88.0	77.0
130.0	92.0	69.0
88.0	35.0	29.0
26.0	61.0	99.0
104.0	58.0	43.0
28.0	72.0	107.0
20.0	38.0	58.0
95.0	38.0	29.0
83.0	38.0	32.0
71.0	33.0	30.0
96.0	42.0	30.0
239.0	244.0	222.0
194.0	172.0	135.0
22.0	49.0	60.0
21.0	28.0	47.0
133.0	102.0	74.0
10.0	12.0	11.0
34.0	94.0	118.0
20.0	33.0	50.0
24.0	65.0	97.0
32.0	77.0	108.0
28.0	75.0	105.0
18.0	17.0	25.0
174.0	170.0	143.0
33.0	38.0	42.0
13.0	15.0	12.0
10.0	12.0	11.0
14.0	14.0	12.0
47.0	51.0	50.0
90.0	42.0	30.0
35.0	40.0	36.0
87.0	98.0	84.0
23.0	62.0	95.0
25.0	58.0	89.0
98.0	52.0	39.0
19.0	23.0	32.0
75.0	37.0	28.0
22.0	29.0	22.0
127.0	69.0	47.0
12.0	14.0	11.0
177.0	160.0	132.0
14.0	16.0	13.0
26.0	59.0	90.0
12.0	12.0	10.0
12.0	17.0	13.0
93.0	46.0	36.0
81.0	45.0	33.0
25.0	55.0	81.0
167.0	129.0	84.0
213.0	180.0	126.0
20.0	41.0	60.0
122.0	65.0	48.0
15.0	17.0	16.0
22.0	27.0	46.0
23.0	39.0	62.0
10.0	12.0	9.0
12.0	14.0	11.0
18.0	25.0	35.0
13.0	15.0	12.0
192.0	180.0	140.0
63.0	26.0	20.0
26.0	51.0	81.0
12.0	14.0	11.0
30.0	66.0	100.0
168.0	134.0	88.0
27.0	41.0	70.0
44.0	118.0	155.0
25.0	52.0	81.0
143.0	97.0	73.0
14.0	16.0	15.0
136.0	151.0	148.0
59.0	59.0	51.0
158.0	131.0	101.0
107.0	60.0	44.0
33.0	63.0	97.0
37.0	103.0	137.0
32.0	75.0	107.0
167.0	161.0	127.0
24.0	37.0	56.0
23.0	45.0	69.0
17.0	16.0	24.0
28.0	61.0	92.0
24.0	34.0	59.0
27.0	67.0	103.0
25.0	36.0	64.0
146.0	96.0	71.0
17.0	39.0	37.0
18.0	22.0	21.0
28.0	74.0	110.0
51.0	57.0	55.0
105.0	51.0	39.0
20.0	32.0	44.0
18.0	35.0	51.0
34.0	56.0	80.0
49.0	54.0	47.0
19.0	25.0	39.0
27.0	45.0	67.0
35.0	85.0	108.0
162.0	170.0	119.0
31.0	79.0	99.0
28.0	62.0	87.0
21.0	50.0	82.0
16.0	18.0	17.0
25.0	52.0	81.0
13.0	13.0	11.0
13.0	13.0	11.0
14.0	16.0	15.0
22.0	24.0	21.0
164.0	121.0	70.0
11.0	13.0	12.0
80.0	37.0	28.0
9.0	11.0	8.0
162.0	119.0	74.0
19.0	43.0	67.0
11.0	11.0	9.0
12.0	14.0	11.0
28.0	67.0	100.0
13.0	17.0	18.0
50.0	123.0	140.0
10.0	12.0	11.0
86.0	48.0	39.0
85.0	46.0	29.0
13.0	15.0	12.0
147.0	108.0	77.0
73.0	30.0	24.0
14.0	16.0	15.0
67.0	32.0	26.0
34.0	109.0	140.0
22.0	33.0	63.0
179.0	150.0	106.0
21.0	23.0	20.0
17.0	16.0	12.0
85.0	48.0	39.0
55.0	113.0	135.0
101.0	47.0	37.0
29.0	65.0	99.0
12.0	14.0	13.0
187.0	159.0	96.0
27.0	61.0	98.0
37.0	98.0	129.0
32.0	97.0	119.0
36.0	117.0	147.0
78.0	35.0	29.0
58.0	66.0	53.0
75.0	35.0	27.0
13.0	13.0	11.0
10.0	12.0	9.0
18.0	18.0	16.0
11.0	13.0	10.0
221.0	241.0	146.0
188.0	211.0	185.0
13.0	13.0	11.0
11.0	13.0	10.0
115.0	84.0	55.0
28.0	72.0	99.0
185.0	147.0	100.0
10.0	12.0	9.0
11.0	13.0	10.0
207.0	172.0	114.0
108.0	51.0	40.0
26.0	65.0	94.0
11.0	11.0	11.0
26.0	61.0	91.0
24.0	47.0	65.0
65.0	126.0	131.0
47.0	114.0	133.0
14.0	15.0	17.0
64.0	81.0	75.0
23.0	67.0	102.0
167.0	119.0	96.0
144.0	118.0	91.0
9.0	11.0	8.0
54.0	117.0	124.0
24.0	58.0	86.0
69.0	32.0	26.0
31.0	36.0	30.0
65.0	35.0	25.0
56.0	28.0	24.0
30.0	65.0	95.0
38.0	97.0	113.0
11.0	13.0	12.0
151.0	113.0	90.0
19.0	19.0	17.0
19.0	34.0	53.0
15.0	14.0	9.0
24.0	66.0	91.0
13.0	15.0	14.0
25.0	56.0	87.0
80.0	33.0	23.0
162.0	126.0	100.0
9.0	11.0	8.0
152.0	124.0	84.0
24.0	60.0	92.0
13.0	15.0	12.0
24.0	51.0	70.0
68.0	33.0	27.0
30.0	65.0	97.0
10.0	12.0	11.0
61.0	27.0	25.0
25.0	55.0	79.0
47.0	24.0	16.0
29.0	61.0	84.0
30.0	78.0	116.0
23.0	25.0	22.0
79.0	49.0	25.0
9.0	13.0	12.0
27.0	66.0	97.0
20.0	26.0	40.0
13.0	14.0	18.0
13.0	15.0	14.0
18.0	19.0	37.0
8.0	10.0	7.0
16.0	18.0	17.0
26.0	37.0	55.0
158.0	130.0	93.0
11.0	13.0	12.0
13.0	15.0	12.0
20.0	29.0	44.0
10.0	12.0	9.0
116.0	69.0	53.0
29.0	31.0	18.0
176.0	131.0	102.0
14.0	16.0	13.0
13.0	13.0	11.0
26.0	53.0	80.0
30.0	63.0	98.0
10.0	12.0	9.0
24.0	57.0	88.0
9.0	11.0	8.0
23.0	30.0	46.0
11.0	13.0	12.0
164.0	113.0	86.0
94.0	34.0	26.0
118.0	130.0	108.0
171.0	132.0	115.0
24.0	54.0	78.0
20.0	25.0	44.0
74.0	77.0	66.0
17.0	26.0	41.0
14.0	16.0	15.0
24.0	44.0	69.0
16.0	17.0	12.0
66.0	36.0	28.0
58.0	29.0	25.0
15.0	17.0	16.0
10.0	12.0	9.0
39.0	91.0	113.0
88.0	54.0	45.0
25.0	43.0	67.0
74.0	31.0	24.0
37.0	82.0	115.0
71.0	43.0	32.0
19.0	22.0	31.0
116.0	57.0	39.0
216.0	233.0	165.0
24.0	38.0	67.0
112.0	65.0	55.0
25.0	57.0	82.0
21.0	52.0	80.0
12.0	14.0	13.0
143.0	85.0	73.0
20.0	58.0	77.0
20.0	32.0	46.0
96.0	41.0	34.0
12.0	16.0	15.0
50.0	109.0	127.0
38.0	96.0	133.0
75.0	32.0	26.0
20.0	35.0	56.0
23.0	43.0	67.0
8.0	10.0	7.0
19.0	23.0	34.0
20.0	23.0	42.0
11.0	15.0	16.0
20.0	33.0	52.0
178.0	164.0	127.0
78.0	35.0	29.0
30.0	31.0	26.0
25.0	27.0	24.0
161.0	120.0	92.0
13.0	15.0	12.0
13.0	15.0	14.0
19.0	26.0	44.0
11.0	13.0	10.0
51.0	114.0	145.0
22.0	38.0	61.0
33.0	78.0	109.0
10.0	12.0	9.0
28.0	64.0	86.0
92.0	42.0	33.0
111.0	57.0	45.0
27.0	71.0	106.0
22.0	39.0	65.0
225.0	188.0	135.0
19.0	19.0	31.0
12.0	14.0	13.0
240.0	240.0	240.0
82.0	39.0	32.0
30.0	78.0	114.0
22.0	38.0	54.0
133.0	113.0	80.0
28.0	66.0	102.0
18.0	34.0	50.0
27.0	44.0	70.0
9.0	11.0	10.0
92.0	43.0	38.0
20.0	23.0	32.0
13.0	15.0	12.0
13.0	15.0	12.0
18.0	23.0	19.0
144.0	124.0	99.0
22.0	37.0	60.0
85.0	32.0	26.0
28.0	63.0	95.0
79.0	62.0	46.0
10.0	12.0	11.0
14.0	14.0	12.0
83.0	43.0	33.0
28.0	42.0	55.0
30.0	70.0	72.0
23.0	40.0	60.0
23.0	57.0	84.0
24.0	65.0	97.0
25.0	45.0	69.0
25.0	36.0	64.0
22.0	46.0	72.0
8.0	14.0	12.0
15.0	15.0	13.0
24.0	59.0	89.0
18.0	19.0	11.0
23.0	31.0	52.0
166.0	126.0	90.0
68.0	31.0	23.0
119.0	132.0	112.0
239.0	241.0	238.0
34.0	79.0	112.0
16.0	23.0	33.0
19.0	53.0	65.0
8.0	10.0	7.0
14.0	16.0	13.0
10.0	12.0	11.0
17.0	23.0	35.0
96.0	108.0	96.0
12.0	14.0	13.0
227.0	187.0	135.0
217.0	169.0	121.0
26.0	57.0	86.0
101.0	47.0	35.0
14.0	14.0	12.0
168.0	127.0	99.0
115.0	128.0	108.0
146.0	133.0	101.0
23.0	28.0	31.0
25.0	34.0	31.0
86.0	37.0	32.0
96.0	107.0	91.0
42.0	122.0	147.0
33.0	98.0	126.0
136.0	104.0	83.0
58.0	65.0	57.0
22.0	22.0	32.0
64.0	85.0	88.0
44.0	120.0	152.0
88.0	44.0	33.0
17.0	30.0	47.0
49.0	88.0	85.0
39.0	113.0	150.0
19.0	22.0	37.0
24.0	31.0	39.0
13.0	13.0	13.0
37.0	90.0	121.0
40.0	91.0	122.0
108.0	60.0	38.0
46.0	102.0	125.0
119.0	131.0	111.0
80.0	38.0	26.0
92.0	48.0	35.0
24.0	50.0	77.0
98.0	47.0	28.0
24.0	51.0	80.0
141.0	99.0	75.0
27.0	72.0	105.0
116.0	127.0	110.0
67.0	92.0	96.0
88.0	38.0	31.0
29.0	70.0	100.0
107.0	47.0	37.0
29.0	75.0	111.0
70.0	76.0	64.0
13.0	13.0	11.0
28.0	50.0	74.0
15.0	17.0	14.0
45.0	95.0	104.0
46.0	107.0	126.0
121.0	133.0	113.0
15.0	15.0	13.0
12.0	14.0	11.0
26.0	65.0	98.0
166.0	146.0	113.0
27.0	63.0	95.0
28.0	30.0	27.0
95.0	38.0	29.0
76.0	33.0	27.0
39.0	103.0	141.0
28.0	63.0	95.0
25.0	31.0	55.0
135.0	63.0	49.0
27.0	56.0	88.0
9.0	11.0	10.0
36.0	79.0	111.0
31.0	53.0	74.0
177.0	160.0	114.0
11.0	13.0	12.0
119.0	72.0	56.0
13.0	13.0	11.0
25.0	55.0	81.0
133.0	83.0	60.0
24.0	51.0	81.0
38.0	42.0	41.0
13.0	15.0	12.0
28.0	72.0	107.0
21.0	52.0	81.0
11.0	13.0	12.0
11.0	13.0	12.0
17.0	19.0	16.0
175.0	145.0	111.0
27.0	55.0	76.0
111.0	118.0	102.0
25.0	42.0	70.0
16.0	23.0	29.0
47.0	133.0	168.0
12.0	14.0	11.0
11.0	13.0	8.0
14.0	16.0	13.0
143.0	100.0	66.0
13.0	13.0	11.0
20.0	36.0	61.0
111.0	59.0	38.0
48.0	54.0	54.0
89.0	39.0	30.0
105.0	68.0	49.0
26.0	66.0	101.0
15.0	15.0	13.0
18.0	24.0	40.0
58.0	65.0	58.0
26.0	53.0	82.0
24.0	38.0	39.0
12.0	14.0	13.0
16.0	18.0	15.0
25.0	27.0	24.0
38.0	96.0	133.0
23.0	41.0	61.0
119.0	131.0	111.0
84.0	39.0	33.0
30.0	78.0	114.0
153.0	118.0	86.0
73.0	186.0	204.0
36.0	76.0	102.0
20.0	20.0	32.0
19.0	26.0	44.0
42.0	99.0	118.0
12.0	14.0	11.0
58.0	58.0	50.0
11.0	13.0	10.0
22.0	37.0	60.0
79.0	39.0	29.0
19.0	30.0	50.0
42.0	75.0	84.0
14.0	14.0	12.0
185.0	154.0	99.0
9.0	11.0	10.0
106.0	75.0	47.0
156.0	129.0	99.0
22.0	40.0	64.0
21.0	35.0	61.0
93.0	60.0	45.0
13.0	22.0	39.0
41.0	49.0	38.0
106.0	117.0	101.0
20.0	33.0	52.0
26.0	65.0	96.0
23.0	54.0	83.0
13.0	15.0	12.0
18.0	42.0	68.0
14.0	16.0	13.0
14.0	16.0	15.0
21.0	36.0	65.0
13.0	13.0	11.0
101.0	53.0	41.0
27.0	55.0	79.0
58.0	25.0	20.0
196.0	157.0	116.0
12.0	14.0	13.0
30.0	66.0	100.0
27.0	62.0	90.0
103.0	117.0	104.0
86.0	44.0	32.0
70.0	30.0	22.0
112.0	127.0	106.0
14.0	16.0	13.0
12.0	14.0	11.0
144.0	120.0	86.0
11.0	13.0	12.0
24.0	45.0	66.0
13.0	15.0	12.0
28.0	63.0	91.0
40.0	112.0	137.0
23.0	58.0	90.0
18.0	21.0	36.0
28.0	29.0	24.0
28.0	65.0	94.0
103.0	49.0	39.0
23.0	63.0	99.0
24.0	54.0	78.0
45.0	67.0	80.0
73.0	33.0	25.0
152.0	110.0	86.0
157.0	123.0	86.0
32.0	86.0	124.0
26.0	47.0	76.0
28.0	28.0	26.0
25.0	55.0	83.0
190.0	141.0	100.0
113.0	72.0	52.0
46.0	51.0	57.0
13.0	15.0	12.0
28.0	55.0	82.0
124.0	83.0	63.0
148.0	94.0	68.0
47.0	123.0	146.0
32.0	73.0	103.0
11.0	13.0	12.0
83.0	38.0	32.0
23.0	38.0	57.0
21.0	27.0	23.0
128.0	101.0	72.0
171.0	157.0	120.0
29.0	45.0	68.0
11.0	13.0	10.0
14.0	16.0	13.0
15.0	24.0	41.0
20.0	34.0	60.0
12.0	12.0	10.0
67.0	77.0	68.0
154.0	130.0	104.0
117.0	72.0	53.0
28.0	54.0	81.0
19.0	20.0	15.0
13.0	15.0	10.0
12.0	14.0	11.0
25.0	39.0	65.0
38.0	80.0	104.0
11.0	13.0	12.0
24.0	56.0	81.0
19.0	35.0	61.0
5.0	5.0	5.0
9.0	11.0	10.0
21.0	34.0	50.0
118.0	95.0	61.0
79.0	45.0	36.0
13.0	15.0	14.0
23.0	49.0	76.0
27.0	68.0	98.0
29.0	59.0	85.0
201.0	167.0	119.0
30.0	58.0	80.0
16.0	34.0	54.0
84.0	47.0	38.0
23.0	53.0	77.0
110.0	75.0	55.0
0.0	0.0	0.0
35.0	73.0	96.0
160.0	153.0	127.0
23.0	38.0	61.0
87.0	53.0	41.0
34.0	94.0	130.0
47.0	49.0	48.0
13.0	15.0	14.0
154.0	126.0	89.0
24.0	45.0	72.0
26.0	38.0	64.0
13.0	13.0	11.0
47.0	95.0	118.0
12.0	14.0	11.0
150.0	120.0	96.0
22.0	52.0	80.0
6.0	6.0	6.0
72.0	27.0	24.0
13.0	13.0	11.0
28.0	71.0	103.0
117.0	129.0	109.0
23.0	25.0	22.0
38.0	112.0	147.0
25.0	43.0	67.0
95.0	47.0	37.0
22.0	50.0	71.0
67.0	37.0	26.0
38.0	84.0	107.0
118.0	131.0	113.0
24.0	58.0	93.0
95.0	124.0	104.0
67.0	32.0	26.0
133.0	92.0	74.0
23.0	46.0	77.0
69.0	36.0	27.0
9.0	11.0	10.0
45.0	111.0	143.0
84.0	34.0	25.0
10.0	12.0	11.0
12.0	14.0	11.0
28.0	30.0	29.0
35.0	69.0	96.0
28.0	64.0	90.0
76.0	42.0	33.0
26.0	68.0	93.0
27.0	61.0	86.0
104.0	47.0	36.0
27.0	64.0	91.0
14.0	16.0	15.0
18.0	18.0	30.0
123.0	78.0	59.0
138.0	127.0	97.0
21.0	36.0	59.0
104.0	59.0	53.0
66.0	31.0	25.0
13.0	15.0	14.0
20.0	27.0	45.0
148.0	99.0	69.0
76.0	33.0	26.0
27.0	63.0	97.0
18.0	24.0	40.0
149.0	123.0	86.0
163.0	99.0	71.0
10.0	12.0	11.0
10.0	12.0	9.0
22.0	43.0	60.0
31.0	64.0	95.0
13.0	13.0	15.0
27.0	30.0	11.0
18.0	25.0	33.0
20.0	53.0	84.0
21.0	23.0	20.0
57.0	26.0	21.0
32.0	72.0	107.0
11.0	13.0	12.0
24.0	48.0	72.0
24.0	46.0	70.0
24.0	50.0	73.0
27.0	61.0	88.0
23.0	47.0	73.0
15.0	17.0	16.0
15.0	24.0	29.0
10.0	12.0	11.0
0.0	0.0	0.0
28.0	65.0	92.0
53.0	32.0	27.0
13.0	15.0	14.0
229.0	239.0	140.0
127.0	79.0	56.0
21.0	42.0	69.0
112.0	127.0	106.0
47.0	97.0	122.0
11.0	12.0	14.0
95.0	47.0	33.0
20.0	29.0	44.0
77.0	33.0	24.0
118.0	131.0	111.0
102.0	65.0	57.0
30.0	71.0	101.0
12.0	14.0	11.0
36.0	106.0	132.0
58.0	99.0	119.0
20.0	51.0	82.0
22.0	27.0	23.0
22.0	33.0	55.0
11.0	13.0	10.0
28.0	65.0	91.0
141.0	100.0	70.0
50.0	73.0	79.0
21.0	36.0	59.0
35.0	78.0	113.0
163.0	129.0	92.0
14.0	16.0	15.0
130.0	92.0	69.0
12.0	14.0	13.0
144.0	99.0	78.0
23.0	41.0	63.0
19.0	22.0	41.0
10.0	12.0	11.0
30.0	64.0	99.0
29.0	55.0	82.0
30.0	77.0	107.0
17.0	26.0	43.0
196.0	162.0	116.0
16.0	17.0	12.0
17.0	21.0	33.0
19.0	21.0	20.0
73.0	34.0	27.0
113.0	130.0	112.0
13.0	13.0	11.0
83.0	46.0	27.0
22.0	34.0	58.0
9.0	11.0	8.0
17.0	19.0	32.0
19.0	23.0	34.0
22.0	23.0	18.0
19.0	23.0	35.0
23.0	41.0	61.0
32.0	68.0	92.0
12.0	14.0	11.0
23.0	51.0	75.0
25.0	56.0	76.0
14.0	14.0	12.0
87.0	43.0	34.0
118.0	129.0	113.0
93.0	39.0	29.0
139.0	123.0	90.0
31.0	72.0	104.0
101.0	62.0	47.0
0.0	0.0	0.0
141.0	96.0	77.0
14.0	18.0	19.0
29.0	49.0	76.0
92.0	56.0	40.0
163.0	118.0	95.0
24.0	69.0	98.0
27.0	62.0	94.0
36.0	17.0	10.0
21.0	21.0	19.0
23.0	45.0	66.0
11.0	13.0	10.0
15.0	17.0	14.0
107.0	116.0	111.0
110.0	73.0	54.0
21.0	28.0	46.0
20.0	22.0	35.0
112.0	50.0	39.0
10.0	12.0	11.0
12.0	14.0	11.0
9.0	11.0	8.0
10.0	12.0	11.0
41.0	114.0	146.0
5.0	5.0	5.0
55.0	103.0	123.0
24.0	41.0	67.0
28.0	67.0	96.0
25.0	46.0	73.0
11.0	11.0	11.0
10.0	12.0	11.0
14.0	16.0	15.0
10.0	12.0	11.0
29.0	73.0	108.0
96.0	49.0	41.0
12.0	14.0	13.0
231.0	241.0	144.0
112.0	129.0	113.0
18.0	19.0	14.0
14.0	19.0	13.0
12.0	14.0	11.0
101.0	65.0	51.0
46.0	84.0	97.0
217.0	175.0	127.0
169.0	119.0	92.0
27.0	40.0	57.0
11.0	13.0	12.0
21.0	27.0	41.0
24.0	44.0	69.0
207.0	177.0	127.0
52.0	58.0	46.0
61.0	32.0	26.0
17.0	19.0	31.0
61.0	132.0	154.0
48.0	101.0	117.0
22.0	58.0	92.0
14.0	14.0	12.0
24.0	31.0	57.0
26.0	46.0	70.0
14.0	14.0	12.0
33.0	107.0	136.0
4.0	4.0	4.0
10.0	12.0	9.0
28.0	61.0	92.0
21.0	42.0	63.0
81.0	32.0	27.0
24.0	58.0	93.0
33.0	73.0	108.0
123.0	64.0	50.0
158.0	152.0	136.0
165.0	134.0	88.0
21.0	33.0	55.0
147.0	117.0	83.0
35.0	82.0	100.0
18.0	21.0	28.0
79.0	32.0	24.0
27.0	57.0	81.0
9.0	11.0	8.0
18.0	30.0	44.0
26.0	41.0	70.0
0.0	0.0	0.0
25.0	52.0	79.0
9.0	11.0	8.0
19.0	27.0	50.0
10.0	12.0	9.0
27.0	58.0	89.0
25.0	56.0	87.0
182.0	142.0	106.0
90.0	43.0	33.0
10.0	12.0	9.0
28.0	67.0	100.0
72.0	37.0	31.0
12.0	14.0	13.0
176.0	158.0	122.0
21.0	45.0	69.0
30.0	61.0	92.0
23.0	57.0	85.0
19.0	23.0	35.0
87.0	40.0	30.0
226.0	241.0	136.0
0.0	0.0	0.0
30.0	74.0	109.0
144.0	137.0	108.0
56.0	95.0	92.0
13.0	15.0	12.0
19.0	23.0	24.0
56.0	27.0	21.0
12.0	14.0	11.0
21.0	34.0	53.0
23.0	39.0	65.0
23.0	49.0	74.0
9.0	11.0	8.0
72.0	42.0	34.0
14.0	16.0	28.0
28.0	72.0	109.0
26.0	50.0	78.0
23.0	53.0	79.0
10.0	14.0	15.0
91.0	41.0	32.0
51.0	56.0	49.0
43.0	103.0	131.0
59.0	77.0	77.0
18.0	42.0	68.0
48.0	122.0	147.0
18.0	22.0	33.0
173.0	145.0	105.0
15.0	17.0	14.0
107.0	55.0	42.0
28.0	77.0	110.0
93.0	50.0	33.0
11.0	13.0	10.0
29.0	75.0	109.0
13.0	15.0	14.0
32.0	63.0	84.0
10.0	12.0	9.0
11.0	13.0	12.0
96.0	102.0	88.0
134.0	117.0	87.0
118.0	129.0	112.0
26.0	53.0	82.0
